TripID,DepartureLocationCountry,DepartureLocationCity,ArrivalLocationCountry,ArrivalLocationCity,ShippingType,ShippingTypeDescription,Purpose,OutOfPolicy,EntitiyCode,BusinessUnit,HotelNights,NetCosts
79113,US,New York,MX,Mexico City,4,Train,Customer Visit,No,6000,Operations,1,2700
79116,AU,Sydney,AU,Perth,14,Volkswagen Golf diesel,Internal Business Trip,No,10000,Sales,3,2400
79120,DE,Berlin,ES,Madrid,13,BMW 3 diesel,Customer Visit,No,8000,Services,3,1200
79125,AU,Sydney,DE,Frankfurt,10,Economy Flight,Conference/Exhibition,No,10000,Marketing,2,1200
79135,AU,Sydney,SG,Singapore,10,Economy Flight,Internal Business Trip,No,7000,Marketing,5,3600
79136,AU,Sydney,CN,Beijing,4,Train,Conference/Exhibition,No,7000,Customer Support,2,1050
79138,BR,Ṣo Paulo,ZA,Johannesburg,10,Economy Flight,Conference/Exhibition,No,6000,Services,1,3150
79147,DE,Hamburg,FR,Paris,15,Volkswagen Golf petrol,Conference/Exhibition,Yes,9000,Sales,2,300
79154,BR,Ṣo Paulo,AR,Buenos Aires,10,Economy Flight,Customer Visit,No,7000,Sales,4,3150
79164,AU,Sydney,CN,Beijing,12,Business Class Flight,Customer Visit,No,6000,Customer Support,3,3600
79169,MX,Mexico City,US,Miami,13,BMW 3 diesel,Enablement,Yes,9000,Services,2,300
79175,AU,Sydney,AU,Brisbane,14,Volkswagen Golf diesel,Internal Business Trip,Yes,9000,Sales,4,750
79179,AU,Sydney,DE,Frankfurt,12,Business Class Flight,Internal Business Trip,No,9000,Marketing,5,2700
79180,AU,Sydney,SG,Singapore,10,Economy Flight,Conference/Exhibition,No,10000,Ecosystem,2,1800
79182,DE,Berlin,IT,Rome,4,Train,Partner Visit,No,6000,Sales,2,3000
79183,AU,Sydney,US,Los Angeles,12,Business Class Flight,Customer Visit,No,9000,Sales,1,3600
79184,BR,Ṣo Paulo,US,Miami,10,Economy Flight,Customer Visit,No,10000,Marketing,1,750
79186,US,New York,MX,Mexico City,12,Business Class Flight,Conference/Exhibition,Yes,8000,Sales,2,3600
79187,US,New York,FR,Paris,11,First Class Flight,Customer Visit,Yes,8000,Sales,3,2700
79190,ZA,Cape Town,ZA,Johannesburg,13,BMW 3 diesel,Conference/Exhibition,No,7000,Sales,1,300
79194,CN,Beijing,IN,New Delhi,12,Business Class Flight,Customer Visit,Yes,9000,Sales,3,900
79195,CN,Beijing,RU,Moscow,13,BMW 3 diesel,Internal Business Trip,Yes,6000,Marketing,1,1500
79196,US,New York,MX,Mexico City,12,Business Class Flight,Internal Business Trip,No,7000,Executive Management,2,900
79202,US,New York,CA,Toronto,12,Business Class Flight,Customer Visit,Yes,7000,Services,4,3000
79203,BR,Ṣo Paulo,US,Miami,10,Economy Flight,Partner Visit,Yes,7000,Engineering,4,3450
79204,BR,Ṣo Paulo,US,Miami,11,First Class Flight,Internal Business Trip,No,8000,Sales,4,1200
79206,DE,Berlin,IT,Rome,4,Train,Internal Business Trip,No,7000,Value Engineering,5,3150
79212,US,New York,CA,Toronto,12,Business Class Flight,Customer Visit,No,6000,Sales,4,750
79221,MX,Mexico City,US,Miami,14,Volkswagen Golf diesel,Customer Visit,No,8000,Customer Support,3,450
79222,CN,Beijing,RU,Moscow,10,Economy Flight,Customer Visit,No,8000,Operations,5,1950
79236,DE,Hamburg,DE,Berlin,13,BMW 3 diesel,Internal Business Trip,No,10000,Customer Support,2,1350
79239,BR,Ṣo Paulo,PT,Lisbon,10,Economy Flight,Conference/Exhibition,No,8000,Sales,4,1500
79240,AU,Sydney,CN,Beijing,15,Volkswagen Golf petrol,Conference/Exhibition,Yes,9000,Sales,2,900
79244,AU,Sydney,AU,Brisbane,14,Volkswagen Golf diesel,Conference/Exhibition,Yes,8000,Value Engineering,1,3600
79245,MX,Mexico City,US,Miami,14,Volkswagen Golf diesel,Conference/Exhibition,No,6000,Executive Management,1,3150
79247,MX,Mexico City,US,Miami,15,Volkswagen Golf petrol,Enablement,No,9000,Sales,3,2700
79249,DE,Berlin,NL,Amsterdam,15,Volkswagen Golf petrol,Customer Visit,No,8000,Customer Support,2,1950
79252,AU,Sydney,DE,Frankfurt,10,Economy Flight,Customer Visit,No,6000,Sales,6,2400
79254,CN,Beijing,IN,New Delhi,12,Business Class Flight,Customer Visit,Yes,8000,Engineering,6,750
79263,AU,Sydney,AU,Perth,16,BMW 3 plugin hybrid,Customer Visit,No,8000,Value Engineering,3,1800
79265,US,New York,CA,Toronto,12,Business Class Flight,Customer Visit,Yes,6000,Ecosystem,2,3150
79266,CN,Beijing,RU,Moscow,12,Business Class Flight,Conference/Exhibition,No,7000,Services,2,2850
79270,ZA,Cape Town,ZA,Johannesburg,14,Volkswagen Golf diesel,Customer Visit,No,10000,Sales,1,2400
79271,DE,Berlin,ES,Madrid,12,Business Class Flight,Conference/Exhibition,Yes,8000,Marketing,3,3600
79274,BR,Ṣo Paulo,ZA,Johannesburg,10,Economy Flight,Customer Visit,No,6000,Sales,4,3300
79276,DE,Berlin,NL,Amsterdam,14,Volkswagen Golf diesel,Customer Visit,Yes,8000,Operations,1,3600
79280,AU,Sydney,SG,Singapore,10,Economy Flight,Customer Visit,No,8000,Marketing,5,450
79283,DE,Berlin,NL,Amsterdam,13,BMW 3 diesel,Customer Visit,No,9000,Marketing,3,2550
79292,CN,Beijing,IN,New Delhi,10,Economy Flight,Conference/Exhibition,No,7000,Sales,3,3150
79294,AU,Sydney,DE,Frankfurt,10,Economy Flight,Conference/Exhibition,No,6000,Office Management,2,750
79299,BR,Ṣo Paulo,ZA,Johannesburg,10,Economy Flight,Customer Visit,No,9000,Sales,6,750
79300,BR,Ṣo Paulo,ZA,Johannesburg,10,Economy Flight,Internal Business Trip,No,10000,Executive Management,1,3000
79301,MX,Mexico City,US,Miami,14,Volkswagen Golf diesel,Customer Visit,No,8000,Services,2,3300
79302,CN,Beijing,IN,New Delhi,10,Economy Flight,Conference/Exhibition,No,10000,Sales,3,450
79306,DE,Berlin,FR,Paris,12,Business Class Flight,Customer Visit,No,10000,Marketing,6,1500
79307,DE,Berlin,ES,Madrid,4,Train,Conference/Exhibition,No,7000,Sales,4,2700
79309,AU,Sydney,US,Los Angeles,10,Economy Flight,Conference/Exhibition,No,10000,Value Engineering,6,2850
79311,US,New York,MX,Mexico City,12,Business Class Flight,Customer Visit,Yes,6000,Sales,1,2850
79314,CN,Beijing,TR,Istanbul,13,BMW 3 diesel,Conference/Exhibition,No,9000,Marketing,5,1200
79316,BR,Ṣo Paulo,ZA,Johannesburg,10,Economy Flight,Customer Visit,No,8000,Value Engineering,4,2700
79317,DE,Berlin,ES,Madrid,17,Fiat 500 electric,Conference/Exhibition,Yes,6000,Operations,3,3600
79318,AU,Sydney,DE,Frankfurt,10,Economy Flight,Enablement,No,9000,Marketing,2,750
79320,BR,Ṣo Paulo,US,Miami,10,Economy Flight,Enablement,No,6000,Marketing,3,450
79321,BR,Ṣo Paulo,AR,Buenos Aires,10,Economy Flight,Conference/Exhibition,No,8000,Sales,3,2850
79324,CN,Beijing,RU,Moscow,10,Economy Flight,Enablement,No,6000,Ecosystem,3,1200
79325,US,New York,FR,Paris,12,Business Class Flight,Customer Visit,No,10000,Sales,3,2400
79330,DE,Berlin,IT,Rome,15,Volkswagen Golf petrol,Conference/Exhibition,Yes,6000,Customer Support,5,3150
79334,BR,Ṣo Paulo,US,Miami,10,Economy Flight,Internal Business Trip,No,7000,Sales,1,450
79335,BR,Ṣo Paulo,US,Miami,10,Economy Flight,Conference/Exhibition,No,7000,Customer Support,3,3150
79338,CN,Beijing,IN,New Delhi,12,Business Class Flight,Customer Visit,Yes,10000,Sales,1,2850
79339,BR,Ṣo Paulo,JP,Tokyo,10,Economy Flight,Conference/Exhibition,No,7000,Customer Support,4,300
79342,BR,Ṣo Paulo,US,Miami,10,Economy Flight,Conference/Exhibition,No,10000,Executive Management,2,2400
79345,AU,Sydney,DE,Frankfurt,10,Economy Flight,Customer Visit,No,8000,Sales,3,2550
79349,US,New York,JP,Tokyo,12,Business Class Flight,Conference/Exhibition,No,10000,Finance,3,1500
79350,AU,Sydney,AU,Melbourne,16,BMW 3 plugin hybrid,Customer Visit,No,7000,Sales,5,3600
79364,AU,Sydney,DE,Frankfurt,12,Business Class Flight,Conference/Exhibition,No,9000,Customer Support,2,2700
79375,CN,Beijing,RU,Moscow,10,Economy Flight,Conference/Exhibition,No,8000,Operations,3,3150
79378,AU,Sydney,US,Los Angeles,10,Economy Flight,Conference/Exhibition,No,10000,Customer Support,3,1350
79379,DE,Hamburg,FR,Paris,13,BMW 3 diesel,Customer Visit,No,9000,Customer Support,3,1800
79390,DE,Berlin,IT,Rome,14,Volkswagen Golf diesel,Conference/Exhibition,Yes,8000,Sales,3,1800
79401,CN,Beijing,IN,New Delhi,4,Train,Internal Business Trip,No,9000,Marketing,3,3150
79403,AU,Sydney,SG,Singapore,10,Economy Flight,Customer Visit,No,8000,Customer Support,2,3600
79405,US,New York,CA,Toronto,14,Volkswagen Golf diesel,Internal Business Trip,No,6000,Marketing,3,1800
79409,DE,Berlin,FR,Paris,11,First Class Flight,Customer Visit,Yes,9000,Legal,3,2850
79417,AU,Sydney,DE,Frankfurt,10,Economy Flight,Conference/Exhibition,No,8000,Sales,6,3000
79419,BR,Ṣo Paulo,ZA,Johannesburg,12,Business Class Flight,Partner Visit,Yes,8000,Marketing,1,300
79430,DE,Berlin,GB,London,12,Business Class Flight,Customer Visit,No,7000,Sales,5,300
79431,US,New York,MX,Mexico City,12,Business Class Flight,Customer Visit,Yes,7000,Services,4,2250
79436,BR,Ṣo Paulo,AR,Buenos Aires,10,Economy Flight,Customer Visit,No,10000,Customer Support,3,3150
79441,AU,Sydney,AU,Brisbane,14,Volkswagen Golf diesel,Conference/Exhibition,No,7000,Marketing,3,3000
79442,CN,Beijing,IN,New Delhi,13,BMW 3 diesel,Conference/Exhibition,Yes,6000,Sales,2,900
79443,AU,Sydney,US,Los Angeles,10,Economy Flight,Conference/Exhibition,No,9000,Marketing,4,3600
79449,DE,Berlin,ES,Madrid,14,Volkswagen Golf diesel,Enablement,No,7000,Ecosystem,1,900
79450,BR,Ṣo Paulo,ZA,Johannesburg,10,Economy Flight,Conference/Exhibition,No,10000,Ecosystem,4,3000
79451,AU,Sydney,DE,Frankfurt,12,Business Class Flight,Conference/Exhibition,Yes,10000,Sales,6,600
79458,BR,Ṣo Paulo,AR,Buenos Aires,17,Fiat 500 electric,Enablement,No,8000,Marketing,5,3600
79465,BR,Ṣo Paulo,US,Miami,10,Economy Flight,Customer Visit,No,9000,Legal,2,1500
79467,ZA,Cape Town,ZA,Johannesburg,17,Fiat 500 electric,Conference/Exhibition,No,9000,Sales,2,1500
79477,CN,Beijing,RU,Moscow,4,Train,Customer Visit,No,7000,Value Engineering,3,3150
79478,AU,Sydney,US,Los Angeles,12,Business Class Flight,Customer Visit,No,7000,Marketing,2,450
79481,DE,Berlin,IT,Rome,15,Volkswagen Golf petrol,Customer Visit,No,8000,Executive Management,5,3150
79486,BR,Ṣo Paulo,ZA,Johannesburg,12,Business Class Flight,Conference/Exhibition,Yes,7000,Customer Support,1,2700
79489,AU,Sydney,SG,Singapore,10,Economy Flight,Customer Visit,No,8000,Sales,1,450
79495,DE,Berlin,IT,Rome,13,BMW 3 diesel,Conference/Exhibition,No,8000,Services,1,1500
79508,ZA,Cape Town,ZA,Johannesburg,13,BMW 3 diesel,Internal Business Trip,No,7000,Marketing,3,3300
79514,DE,Berlin,ES,Madrid,12,Business Class Flight,Customer Visit,Yes,8000,Ecosystem,1,3300
79515,AU,Sydney,SG,Singapore,10,Economy Flight,Conference/Exhibition,No,8000,Sales,1,3300
79521,CN,Beijing,RU,Moscow,10,Economy Flight,Conference/Exhibition,No,9000,Executive Management,4,750
79522,AU,Sydney,DE,Frankfurt,10,Economy Flight,Enablement,No,10000,Sales,2,2700
79523,AU,Sydney,US,Los Angeles,10,Economy Flight,Conference/Exhibition,No,7000,Sales,2,2550
79527,BR,Ṣo Paulo,US,Miami,10,Economy Flight,Internal Business Trip,No,7000,Value Engineering,3,2850
79535,AU,Sydney,AU,Brisbane,17,Fiat 500 electric,Conference/Exhibition,No,7000,Executive Management,3,1350
79536,AU,Sydney,DE,Frankfurt,10,Economy Flight,Internal Business Trip,No,9000,Services,1,3300
79538,BR,Ṣo Paulo,PT,Lisbon,10,Economy Flight,Conference/Exhibition,No,9000,Legal,4,750
79540,DE,Berlin,ES,Madrid,12,Business Class Flight,Customer Visit,No,9000,Sales,3,1350
79543,DE,Berlin,ES,Madrid,14,Volkswagen Golf diesel,Customer Visit,No,8000,Value Engineering,2,2700
79550,BR,Ṣo Paulo,US,Miami,10,Economy Flight,Conference/Exhibition,No,10000,Ecosystem,3,2850
79551,BR,Ṣo Paulo,ZA,Johannesburg,12,Business Class Flight,Customer Visit,Yes,10000,Sales,5,2550
79553,ZA,Cape Town,ZA,Johannesburg,13,BMW 3 diesel,Customer Visit,Yes,10000,Marketing,2,3000
79556,BR,Ṣo Paulo,PT,Lisbon,10,Economy Flight,Internal Business Trip,No,6000,Marketing,1,1200
79557,MX,Mexico City,US,Miami,15,Volkswagen Golf petrol,Customer Visit,No,10000,Legal,1,450
79564,BR,Ṣo Paulo,ZA,Johannesburg,10,Economy Flight,Internal Business Trip,No,6000,Sales,4,300
79569,AU,Sydney,NZ,Auckland,10,Economy Flight,Customer Visit,No,6000,Sales,3,3000
79574,AU,Sydney,DE,Frankfurt,10,Economy Flight,Conference/Exhibition,No,9000,Services,3,1350
79575,AU,Sydney,AU,Brisbane,17,Fiat 500 electric,Enablement,No,8000,Sales,3,2250
79576,AU,Sydney,DE,Frankfurt,10,Economy Flight,Customer Visit,No,9000,Marketing,2,3600
79583,AU,Sydney,DE,Frankfurt,10,Economy Flight,Customer Visit,No,6000,Value Engineering,5,3300
79584,BR,Ṣo Paulo,AR,Buenos Aires,14,Volkswagen Golf diesel,Customer Visit,No,6000,Sales,3,3450
79587,BR,Ṣo Paulo,US,Miami,12,Business Class Flight,Customer Visit,Yes,8000,Value Engineering,2,900
79589,AU,Sydney,SG,Singapore,10,Economy Flight,Customer Visit,No,6000,Sales,2,3150
79594,CN,Beijing,IN,New Delhi,12,Business Class Flight,Conference/Exhibition,Yes,6000,Sales,6,2400
79595,DE,Berlin,ES,Madrid,4,Train,Customer Visit,No,9000,Marketing,6,450
79596,AU,Sydney,DE,Frankfurt,10,Economy Flight,Conference/Exhibition,No,7000,Executive Management,6,2550
79599,US,New York,FR,Paris,12,Business Class Flight,Conference/Exhibition,Yes,9000,Finance,3,1200
79601,US,New York,MX,Mexico City,12,Business Class Flight,Conference/Exhibition,No,10000,Marketing,3,3600
79604,BR,Ṣo Paulo,ZA,Johannesburg,10,Economy Flight,Internal Business Trip,No,10000,Sales,3,1800
79607,DE,Berlin,FR,Paris,13,BMW 3 diesel,Conference/Exhibition,No,10000,Marketing,2,2250
79609,BR,Ṣo Paulo,ZA,Johannesburg,12,Business Class Flight,Conference/Exhibition,Yes,8000,Sales,2,1800
79611,CN,Beijing,RU,Moscow,13,BMW 3 diesel,Partner Visit,No,9000,Legal,6,1350
79616,BR,Ṣo Paulo,US,Miami,12,Business Class Flight,Customer Visit,No,9000,Marketing,2,3450
79619,BR,Ṣo Paulo,JP,Tokyo,10,Economy Flight,Customer Visit,No,8000,Sales,3,2400
79620,BR,Ṣo Paulo,US,Miami,10,Economy Flight,Customer Visit,No,6000,Marketing,1,2850
79622,DE,Berlin,FR,Paris,12,Business Class Flight,Customer Visit,No,9000,Value Engineering,3,1500
79624,AU,Sydney,SG,Singapore,12,Business Class Flight,Customer Visit,No,7000,Sales,2,450
79626,ZA,Cape Town,ZA,Johannesburg,14,Volkswagen Golf diesel,Conference/Exhibition,Yes,9000,Marketing,3,450
79637,MX,Mexico City,US,Miami,16,BMW 3 plugin hybrid,Conference/Exhibition,No,10000,Sales,3,3750
79639,ZA,Cape Town,ZA,Johannesburg,15,Volkswagen Golf petrol,Conference/Exhibition,No,9000,Engineering,2,450
79640,AU,Sydney,SG,Singapore,10,Economy Flight,Conference/Exhibition,No,9000,Customer Support,3,3000
79642,BR,Ṣo Paulo,US,Miami,12,Business Class Flight,Conference/Exhibition,No,7000,Sales,2,3000
79655,US,New York,CA,Toronto,17,Fiat 500 electric,Conference/Exhibition,Yes,6000,Marketing,2,3150
79663,MX,Mexico City,US,Miami,14,Volkswagen Golf diesel,Conference/Exhibition,No,6000,Sales,3,1800
79667,AU,Sydney,SG,Singapore,10,Economy Flight,Customer Visit,No,8000,Marketing,2,1500
79671,AU,Sydney,SG,Singapore,10,Economy Flight,Enablement,No,9000,Operations,3,3450
79680,BR,Ṣo Paulo,ZA,Johannesburg,12,Business Class Flight,Conference/Exhibition,No,7000,Sales,6,450
79687,BR,Ṣo Paulo,ZA,Johannesburg,10,Economy Flight,Conference/Exhibition,No,9000,Executive Management,1,3150
79692,DE,Berlin,ES,Madrid,13,BMW 3 diesel,Conference/Exhibition,Yes,9000,Product Management,1,2250
79695,CN,Beijing,US,New York,12,Business Class Flight,Customer Visit,Yes,10000,Customer Support,3,3150
79697,US,New York,CA,Toronto,12,Business Class Flight,Conference/Exhibition,No,7000,Services,3,900
79702,AU,Sydney,SG,Singapore,10,Economy Flight,Customer Visit,No,8000,Marketing,6,900
79705,AU,Sydney,US,Los Angeles,10,Economy Flight,Partner Visit,No,9000,Sales,5,1800
79707,BR,Ṣo Paulo,AR,Buenos Aires,10,Economy Flight,Conference/Exhibition,No,8000,Sales,2,3300
79711,AU,Sydney,DE,Frankfurt,10,Economy Flight,Conference/Exhibition,No,7000,Customer Support,4,3450
79712,CN,Beijing,IN,New Delhi,10,Economy Flight,Customer Visit,No,6000,Sales,4,1200
79713,BR,Ṣo Paulo,JP,Tokyo,10,Economy Flight,Conference/Exhibition,No,7000,Sales,3,900
79715,CN,Beijing,IN,New Delhi,12,Business Class Flight,Customer Visit,No,6000,Executive Management,3,2400
79716,DE,Berlin,NL,Amsterdam,16,BMW 3 plugin hybrid,Conference/Exhibition,No,8000,Sales,4,3450
79717,AU,Sydney,DE,Frankfurt,10,Economy Flight,Customer Visit,No,8000,Sales,3,3150
79722,AU,Sydney,SG,Singapore,10,Economy Flight,Enablement,No,10000,Executive Management,3,1200
79725,CN,Beijing,IN,New Delhi,10,Economy Flight,Customer Visit,No,7000,Sales,5,750
79731,BR,Ṣo Paulo,AR,Buenos Aires,10,Economy Flight,Customer Visit,No,9000,Marketing,2,1800
79733,AU,Sydney,US,Los Angeles,10,Economy Flight,Customer Visit,No,9000,Marketing,4,1800
79735,CN,Beijing,RU,Moscow,4,Train,Enablement,No,6000,Customer Support,3,3000
79751,BR,Ṣo Paulo,AR,Buenos Aires,10,Economy Flight,Conference/Exhibition,No,9000,Services,3,3600
79755,MX,Mexico City,US,Miami,13,BMW 3 diesel,Customer Visit,No,10000,Executive Management,4,1200
79756,BR,Ṣo Paulo,ZA,Johannesburg,10,Economy Flight,Customer Visit,No,9000,Office Management,2,900
79757,BR,Ṣo Paulo,ZA,Johannesburg,10,Economy Flight,Conference/Exhibition,No,7000,Sales,2,2400
79764,AU,Sydney,DE,Frankfurt,10,Economy Flight,Conference/Exhibition,No,7000,Operations,1,2700
79769,BR,Ṣo Paulo,US,Miami,10,Economy Flight,Enablement,No,6000,Finance,5,2700
79770,AU,Sydney,AU,Melbourne,14,Volkswagen Golf diesel,Customer Visit,No,6000,Marketing,3,450
79773,BR,Ṣo Paulo,US,Miami,12,Business Class Flight,Conference/Exhibition,Yes,10000,Legal,3,1200
79779,US,New York,MX,Mexico City,14,Volkswagen Golf diesel,Conference/Exhibition,No,7000,Operations,3,3600
79780,AU,Sydney,CN,Beijing,10,Economy Flight,Customer Visit,No,10000,Sales,2,1500
79793,AU,Sydney,DE,Frankfurt,10,Economy Flight,Customer Visit,No,7000,Marketing,3,900
79794,BR,Ṣo Paulo,ZA,Johannesburg,10,Economy Flight,Conference/Exhibition,No,10000,Engineering,3,3150
79795,BR,Ṣo Paulo,AR,Buenos Aires,10,Economy Flight,Customer Visit,No,8000,Sales,1,3300
79799,AU,Sydney,US,Los Angeles,10,Economy Flight,Conference/Exhibition,No,6000,Sales,1,2400
79800,DE,Berlin,FR,Paris,12,Business Class Flight,Customer Visit,Yes,7000,Executive Management,2,1200
79805,CN,Beijing,IN,New Delhi,10,Economy Flight,Customer Visit,No,9000,Sales,3,3600
79808,CN,Beijing,IN,New Delhi,10,Economy Flight,Customer Visit,No,7000,Operations,2,300
79810,AU,Sydney,DE,Frankfurt,10,Economy Flight,Customer Visit,No,7000,Ecosystem,5,1050
79815,DE,Berlin,NL,Amsterdam,13,BMW 3 diesel,Enablement,No,9000,Marketing,3,1200
79819,DE,Hamburg,FR,Paris,14,Volkswagen Golf diesel,Enablement,Yes,6000,Executive Management,4,2700
79823,BR,Ṣo Paulo,ZA,Johannesburg,10,Economy Flight,Conference/Exhibition,No,9000,Marketing,3,450
79825,DE,Berlin,ES,Madrid,15,Volkswagen Golf petrol,Customer Visit,No,8000,Services,3,2850
79828,BR,Ṣo Paulo,AR,Buenos Aires,10,Economy Flight,Customer Visit,No,10000,Value Engineering,3,2400
79835,AU,Sydney,DE,Frankfurt,10,Economy Flight,Customer Visit,No,6000,Sales,3,2550
79840,US,New York,CA,Toronto,12,Business Class Flight,Enablement,No,10000,Product Management,1,3300
79843,CN,Beijing,GB,London,10,Economy Flight,Customer Visit,No,7000,Marketing,2,2850
79847,BR,Ṣo Paulo,US,Miami,10,Economy Flight,Customer Visit,Yes,10000,Marketing,3,450
79850,CN,Beijing,IN,New Delhi,12,Business Class Flight,Conference/Exhibition,Yes,8000,Legal,2,3600
79855,DE,Berlin,ES,Madrid,14,Volkswagen Golf diesel,Conference/Exhibition,No,6000,Sales,6,900
79863,AU,Sydney,SG,Singapore,10,Economy Flight,Enablement,No,7000,Sales,2,3300
79867,AU,Sydney,US,Los Angeles,12,Business Class Flight,Customer Visit,Yes,10000,Sales,6,1800
79871,DE,Berlin,NL,Amsterdam,15,Volkswagen Golf petrol,Conference/Exhibition,No,9000,Services,3,2100
79876,AU,Sydney,SG,Singapore,10,Economy Flight,Internal Business Trip,No,10000,Customer Support,1,900
79880,BR,Ṣo Paulo,AR,Buenos Aires,14,Volkswagen Golf diesel,Customer Visit,No,9000,Value Engineering,3,450
79884,MX,Mexico City,US,Miami,16,BMW 3 plugin hybrid,Conference/Exhibition,No,9000,Marketing,1,2700
79889,BR,Ṣo Paulo,AR,Buenos Aires,10,Economy Flight,Conference/Exhibition,No,6000,Sales,5,1200
79897,US,New York,CA,Toronto,12,Business Class Flight,Internal Business Trip,No,8000,Sales,4,2700
79898,BR,Ṣo Paulo,US,Miami,10,Economy Flight,Conference/Exhibition,No,8000,Sales,2,450
79901,BR,Ṣo Paulo,US,Miami,10,Economy Flight,Customer Visit,No,6000,Finance,1,3000
79907,US,New York,MX,Mexico City,12,Business Class Flight,Customer Visit,No,6000,Ecosystem,1,900
79909,AU,Sydney,US,Los Angeles,12,Business Class Flight,Conference/Exhibition,No,9000,Sales,3,3450
79918,CN,Beijing,IN,New Delhi,16,BMW 3 plugin hybrid,Conference/Exhibition,No,6000,Sales,3,900
79919,BR,Ṣo Paulo,ZA,Johannesburg,10,Economy Flight,Internal Business Trip,No,9000,Executive Management,2,2700
79925,AU,Sydney,CN,Beijing,13,BMW 3 diesel,Conference/Exhibition,No,6000,Executive Management,2,450
79931,US,New York,MX,Mexico City,12,Business Class Flight,Enablement,Yes,6000,Sales,3,300
79934,AU,Sydney,CN,Beijing,13,BMW 3 diesel,Customer Visit,No,7000,Operations,3,2550
79936,AU,Sydney,AU,Melbourne,14,Volkswagen Golf diesel,Conference/Exhibition,No,7000,Finance,3,1500
79947,BR,Ṣo Paulo,US,Miami,10,Economy Flight,Conference/Exhibition,No,8000,Executive Management,2,1500
79952,BR,Ṣo Paulo,JP,Tokyo,12,Business Class Flight,Customer Visit,Yes,7000,Executive Management,4,1350
79954,DE,Berlin,ES,Madrid,12,Business Class Flight,Customer Visit,No,9000,Marketing,1,2850
79959,DE,Berlin,ES,Madrid,11,First Class Flight,Conference/Exhibition,No,9000,Services,2,1200
79965,AU,Sydney,CN,Beijing,13,BMW 3 diesel,Conference/Exhibition,No,10000,Marketing,1,900
79970,AU,Sydney,US,Los Angeles,12,Business Class Flight,Internal Business Trip,No,6000,Office Management,1,2550
79974,AU,Sydney,US,Los Angeles,10,Economy Flight,Conference/Exhibition,No,7000,Sales,6,1800
79978,AU,Sydney,US,Los Angeles,10,Economy Flight,Customer Visit,No,6000,Services,5,1500
79979,US,New York,CA,Toronto,12,Business Class Flight,Customer Visit,No,7000,Marketing,4,1350
79980,AU,Sydney,US,Los Angeles,10,Economy Flight,Conference/Exhibition,No,7000,Customer Support,5,2550
79987,AU,Sydney,AU,Brisbane,15,Volkswagen Golf petrol,Customer Visit,No,9000,Ecosystem,3,750
79996,US,New York,JP,Tokyo,12,Business Class Flight,Conference/Exhibition,Yes,8000,Sales,1,1200
80000,BR,Ṣo Paulo,ZA,Johannesburg,12,Business Class Flight,Conference/Exhibition,Yes,10000,Ecosystem,4,2700
80002,BR,Ṣo Paulo,AR,Buenos Aires,10,Economy Flight,Customer Visit,No,10000,Ecosystem,3,2850
80007,BR,Ṣo Paulo,AR,Buenos Aires,10,Economy Flight,Internal Business Trip,No,7000,Marketing,5,3150
80013,BR,Ṣo Paulo,JP,Tokyo,10,Economy Flight,Customer Visit,No,10000,Sales,3,3000
80014,US,New York,MX,Mexico City,17,Fiat 500 electric,Conference/Exhibition,No,8000,Customer Support,3,900
80028,DE,Berlin,GB,London,11,First Class Flight,Customer Visit,No,6000,Customer Support,2,1200
80031,AU,Sydney,SG,Singapore,10,Economy Flight,Conference/Exhibition,No,10000,Finance,3,300
80036,DE,Hamburg,DE,Berlin,13,BMW 3 diesel,Internal Business Trip,No,8000,Sales,4,1200
80041,DE,Berlin,GB,London,4,Train,Customer Visit,No,9000,Sales,2,2250
80044,BR,Ṣo Paulo,AR,Buenos Aires,10,Economy Flight,Internal Business Trip,No,6000,Value Engineering,4,2250
80048,BR,Ṣo Paulo,ZA,Johannesburg,10,Economy Flight,Conference/Exhibition,No,9000,Ecosystem,4,1800
80067,BR,Ṣo Paulo,ZA,Johannesburg,12,Business Class Flight,Customer Visit,No,8000,Value Engineering,5,900
80075,CN,Beijing,GB,London,10,Economy Flight,Conference/Exhibition,No,7000,Engineering,5,3600
80076,AU,Sydney,AU,Brisbane,14,Volkswagen Golf diesel,Customer Visit,No,9000,Customer Support,1,900
80078,AU,Sydney,AU,Melbourne,15,Volkswagen Golf petrol,Conference/Exhibition,No,9000,Marketing,4,2400
80079,BR,Ṣo Paulo,AR,Buenos Aires,10,Economy Flight,Partner Visit,No,7000,Sales,3,3000
80081,CN,Beijing,RU,Moscow,12,Business Class Flight,Conference/Exhibition,No,6000,Value Engineering,4,3450
80083,AU,Sydney,CN,Beijing,10,Economy Flight,Customer Visit,No,9000,Executive Management,3,3600
80086,AU,Sydney,AU,Perth,13,BMW 3 diesel,Internal Business Trip,Yes,6000,Value Engineering,2,900
80088,US,New York,CA,Toronto,17,Fiat 500 electric,Conference/Exhibition,No,8000,Marketing,6,3150
80091,BR,Ṣo Paulo,US,Miami,10,Economy Flight,Customer Visit,No,9000,Sales,1,2550
80095,US,New York,MX,Mexico City,4,Train,Enablement,No,10000,Ecosystem,2,2700
80097,AU,Sydney,US,Los Angeles,10,Economy Flight,Internal Business Trip,No,7000,Executive Management,2,3600
