TripID,TravelRequestID,ExpenseRequestID,ExpenseDenialReason,ExpenseReimbursementReason,ExpenseReimbursementAmount,ReasonForTransportCancellation,NewTransportSelection,ReasonForNewTransport,NewHotelSelection,ReasonForNewHotel,NewModeOfTransportation,TransportationPriceDifference,ReasonForTransportationChange,ReasonForDelay,ExtensionLength,DaysPreapproved,ProcessCode
71135,TR071135,EXP071135,Missing receipt,Standard travel reimbursement,508.5,,,,,,,,,,,1,V1
71139,TR071139,EXP071139,Personal expense,Standard travel reimbursement,207.43,,,,,,,,,,,1,V1
71145,TR071145,EXP071145,Out of policy,Partial reimbursement,410.66,,Rebooked flight,Cheaper fare,,,Updated Business Class Flight,118.33,Time constraints,,,2,V15
71146,TR071146,EXP071146,,Partial reimbursement,243.04,,,,,,,,,,,1,V1
71149,TR071149,EXP071149,,Policy exception approved,433.41,,,,New hotel chosen,Quality issue,,,,Airport congestion,,4,V1
71151,TR071151,EXP071151,,Partial reimbursement,140.78,,,,,,,,,,,4,V20
71152,TR071152,EXP071152,,Standard travel reimbursement,205.05,Weather disruption,,,,,,,,,,3,V12
71153,TR071153,EXP071153,,Partial reimbursement,442.21,,,,,,Updated BMW 3 diesel,-351.1,Cost optimization,,4.0,2,V17
71154,TR071154,EXP071154,,Policy exception approved,394.39,,,,New hotel chosen,Hotel overbooked,,,,,,1,V1
71157,TR071157,EXP071157,Personal expense,Standard travel reimbursement,239.66,,,,,,,,,,3.0,3,V19
71165,TR071165,EXP071165,,Policy exception approved,359.58,,,,New hotel chosen,Location preference,,,,,,3,V1
71166,TR071166,EXP071166,,Policy exception approved,254.42,,,,,,,,,,,2,V1
71167,TR071167,EXP071167,,Standard travel reimbursement,317.86,,Rebooked flight,Route change,New hotel chosen,Quality issue,,,,Mechanical issue,,2,V24
71168,TR071168,EXP071168,,Policy exception approved,130.79,,,,New hotel chosen,Hotel overbooked,,,,,,1,V16
71177,TR071177,EXP071177,,Standard travel reimbursement,317.11,,,,,,,,,,,2,V16
71178,TR071178,EXP071178,,Standard travel reimbursement,210.34,,,,,,,,,,,1,V1
71179,TR071179,EXP071179,Missing receipt,Policy exception approved,546.26,,,,,,,,,,4.0,4,V19
71184,TR071184,EXP071184,Late submission,Standard travel reimbursement,503.5,,Rebooked flight,Better schedule,,,Updated Business Class Flight,92.26,Safety concern,,,2,V15
71189,TR071189,EXP071189,,Partial reimbursement,241.92,Rental availability change,,,,,,,,,,2,V12
71192,TR071192,EXP071192,,Standard travel reimbursement,149.43,Operational issue,Rebooked flight,Schedule conflict,,,,,,,,3,V23
71202,TR071202,EXP071202,,Policy exception approved,475.32,,Rebooked rental,Route change,,,,,,,,4,V23
71205,TR071205,EXP071205,,Partial reimbursement,240.17,,,,,,,,,,,1,V21
71206,TR071206,EXP071206,Missing receipt,Standard travel reimbursement,434.01,,,,,,,,,,,0,V1
71214,TR071214,EXP071214,,Policy exception approved,235.42,,,,,,,,,Security screening,,3,V1
71219,TR071219,EXP071219,,Partial reimbursement,188.55,,,,,,,,,,,2,V1
71220,TR071220,EXP071220,,Standard travel reimbursement,381.48,,,,,,,,,Security screening,,0,V11
71222,TR071222,EXP071222,Out of policy,Standard travel reimbursement,359.54,,,,,,,,,,,1,V14
71226,TR071226,EXP071226,,Standard travel reimbursement,247.17,,,,,,,,,,,2,V20
71227,TR071227,EXP071227,,Policy exception approved,345.62,,,,,,,,,Weather delay,,1,V11
71231,TR071231,EXP071231,Out of policy,Partial reimbursement,421.15,,,,,,,,,,,3,V1
71242,TR071242,EXP071242,,Partial reimbursement,405.45,,,,,,,,,,,3,V1
71244,TR071244,EXP071244,,Standard travel reimbursement,249.29,,,,,,,,,,,1,V1
71246,TR071246,EXP071246,,Partial reimbursement,146.09,,,,,,,,,,,2,V1
71250,TR071250,EXP071250,,Policy exception approved,419.56,,,,,,,,,,,0,V1
71254,TR071254,EXP071254,Late submission,Policy exception approved,328.72,,,,New hotel chosen,Quality issue,,,,,,2,V1
71255,TR071255,EXP071255,,Policy exception approved,180.41,,,,,,,,,,,3,V1
71263,TR071263,EXP071263,,Standard travel reimbursement,270.17,,,,New hotel chosen,Quality issue,,,,,3.0,2,V18
71265,TR071265,EXP071265,,Standard travel reimbursement,132.75,,,,,,,,,,,1,V22
71268,TR071268,EXP071268,,Standard travel reimbursement,146.54,,,,,,,,,,,4,V1
71279,TR071279,EXP071279,,Standard travel reimbursement,316.77,,Rebooked flight,Route change,,,Updated Economy Flight,254.88,Cost optimization,,,4,V27
71280,TR071280,EXP071280,Missing receipt,Partial reimbursement,155.58,,,,,,,,,,,4,V13
71283,TR071283,EXP071283,Personal expense,Partial reimbursement,375.24,,,,,,,,,,,1,V1
71284,TR071284,EXP071284,,Policy exception approved,397.05,,,,,,,,,,,4,V1
71285,TR071285,EXP071285,,Policy exception approved,181.47,Operational issue,Rebooked flight,Cheaper fare,,,,,,,,2,V1
71293,TR071293,EXP071293,,Partial reimbursement,483.65,,,,,,,,,,,4,V1
71296,TR071296,EXP071296,,Policy exception approved,475.82,,,,,,,,,,,4,V16
71300,TR071300,EXP071300,,Policy exception approved,236.65,,,,,,,,,,,4,V14
71311,TR071311,EXP071311,Personal expense,Partial reimbursement,253.52,,Rebooked flight,Schedule conflict,,,,,,,,2,V23
71317,TR071317,EXP071317,,Partial reimbursement,507.09,,Rebooked flight,Route change,,,,,,Security screening,,2,V23
71318,TR071318,EXP071318,,Partial reimbursement,251.33,,,,New hotel chosen,Location preference,,,,,,1,V1
71320,TR071320,EXP071320,,Policy exception approved,371.63,,,,,,,,,,,4,V1
71340,TR071340,EXP071340,,Standard travel reimbursement,340.23,,,,,,,,,Weather delay,,2,V20
71343,TR071343,EXP071343,,Partial reimbursement,508.56,,,,,,,,,,,4,V1
71345,TR071345,EXP071345,,Partial reimbursement,529.18,,,,,,,,,,,3,V1
71348,TR071348,EXP071348,,Partial reimbursement,357.27,,,,,,,,,,,2,V1
71349,TR071349,EXP071349,,Standard travel reimbursement,275.71,,,,,,Updated Business Class Flight,123.27,Safety concern,,,3,V21
71350,TR071350,EXP071350,,Policy exception approved,310.79,,,,,,,,,,,4,V1
71352,TR071352,EXP071352,,Partial reimbursement,233.29,,,,,,,,,,,4,V20
71360,TR071360,EXP071360,,Policy exception approved,150.31,,,,,,,,,Weather delay,,3,V11
71361,TR071361,EXP071361,,Standard travel reimbursement,438.48,,,,,,Updated BMW 3 diesel,145.34,Time constraints,,,4,V16
71366,TR071366,EXP071366,,Policy exception approved,510.28,,,,,,,,,,,4,V22
71367,TR071367,EXP071367,,Standard travel reimbursement,506.22,,,,New hotel chosen,Rate change,,,,,,1,V32
71369,TR071369,EXP071369,,Partial reimbursement,347.9,,,,,,,,,,,0,V1
71370,TR071370,EXP071370,,Standard travel reimbursement,198.94,,,,,,,,,Mechanical issue,,1,V1
71371,TR071371,EXP071371,,Standard travel reimbursement,430.1,,,,,,,,,,,2,V16
71381,TR071381,EXP071381,,Partial reimbursement,259.06,,Rebooked flight,Cheaper fare,,,,,,,,4,V23
71386,TR071386,EXP071386,,Partial reimbursement,200.76,,,,,,,,,,,1,V1
71387,TR071387,EXP071387,,Policy exception approved,391.62,,,,,,,,,,,1,V1
71390,TR071390,EXP071390,,Partial reimbursement,195.92,,Rebooked flight,Better schedule,,,Updated Business Class Flight,261.7,Time constraints,,,3,V27
71391,TR071391,EXP071391,,Policy exception approved,130.65,,,,,,,,,,3.0,4,V18
71405,TR071405,EXP071405,,Standard travel reimbursement,396.91,,,,,,,,,,,2,V1
71412,TR071412,EXP071412,,Standard travel reimbursement,306.05,,,,,,,,,,,1,V26
71415,TR071415,EXP071415,,Policy exception approved,404.09,Operational issue,Rebooked flight,Better schedule,,,,,,,,3,V1
71418,TR071418,EXP071418,,Standard travel reimbursement,258.31,Operational issue,,,,,,,,Mechanical issue,,1,V25
71422,TR071422,EXP071422,,Policy exception approved,480.81,,,,,,,,,,,2,V21
71426,TR071426,EXP071426,,Policy exception approved,478.29,,Rebooked flight,Schedule conflict,Alternative hotel selected,Rate change,,,,,,4,V10
71427,TR071427,EXP071427,,Standard travel reimbursement,327.82,,,,,,,,,,,2,V1
71429,TR071429,EXP071429,Out of policy,Policy exception approved,529.96,,,,,,,,,,,3,V21
71430,TR071430,EXP071430,,Standard travel reimbursement,455.27,,,,,,,,,,,2,V1
71435,TR071435,EXP071435,,Standard travel reimbursement,224.44,,,,,,,,,,,4,V1
71442,TR071442,EXP071442,,Partial reimbursement,552.51,,,,New hotel chosen,Quality issue,,,,,,0,V1
71447,TR071447,EXP071447,,Policy exception approved,128.45,,,,,,,,,,,3,V20
71455,TR071455,EXP071455,,Standard travel reimbursement,501.52,,Rebooked flight,Schedule conflict,,,,,,Airport congestion,,3,V29
71456,TR071456,EXP071456,,Partial reimbursement,142.43,,,,,,,,,,,3,V1
71457,TR071457,EXP071457,Out of policy,Standard travel reimbursement,215.22,,,,,,,,,,,3,V1
71462,TR071462,EXP071462,,Policy exception approved,464.05,,Rebooked flight,Route change,Alternative hotel selected,Location preference,,,,,,2,V24
71464,TR071464,EXP071464,,Standard travel reimbursement,144.53,,,,,,,,,,,4,V20
71468,TR071468,EXP071468,Missing receipt,Standard travel reimbursement,573.58,,,,,,,,,,,0,V1
71470,TR071470,EXP071470,,Standard travel reimbursement,293.5,,,,,,,,,,,1,V1
71475,TR071475,EXP071475,,Partial reimbursement,213.53,,Rebooked rental,Better schedule,Alternative hotel selected,Rate change,,,,,,2,V24
71477,TR071477,EXP071477,,Partial reimbursement,564.45,,,,New hotel chosen,Quality issue,,,,,,0,V1
71480,TR071480,EXP071480,,Standard travel reimbursement,266.78,,,,,,,,,,,3,V1
71491,TR071491,EXP071491,,Policy exception approved,187.61,,,,,,,,,,3.0,3,V18
71493,TR071493,EXP071493,,Standard travel reimbursement,269.56,,Rebooked flight,Better schedule,Alternative hotel selected,Rate change,,,,,,0,V24
71494,TR071494,EXP071494,Out of policy,Partial reimbursement,150.08,,Rebooked flight,Better schedule,,,,,,,,4,V9
71499,TR071499,EXP071499,,Policy exception approved,360.06,,,,,,,,,,,3,V21
71506,TR071506,EXP071506,,Policy exception approved,137.99,,,,,,,,,,,1,V14
71509,TR071509,EXP071509,,Policy exception approved,189.33,,,,,,,,,,,3,V1
71519,TR071519,EXP071519,Missing receipt,Standard travel reimbursement,176.03,,,,,,,,,,,3,V1
71521,TR071521,EXP071521,,Policy exception approved,507.4,,,,,,,,,,,1,V21
71525,TR071525,EXP071525,,Standard travel reimbursement,411.81,,,,,,,,,,,2,V1
71530,TR071530,EXP071530,Late submission,Partial reimbursement,404.84,,,,,,,,,Mechanical issue,,2,V1
71533,TR071533,EXP071533,,Standard travel reimbursement,135.99,,,,,,,,,,,4,V1
71542,TR071542,EXP071542,,Partial reimbursement,241.1,,,,,,,,,,,1,V1
71556,TR071556,EXP071556,,Policy exception approved,459.81,,,,,,,,,,,2,V1
71570,TR071570,EXP071570,,Policy exception approved,241.23,,,,,,,,,,,3,V1
71572,TR071572,EXP071572,,Standard travel reimbursement,426.42,,,,,,,,,,,3,V22
71573,TR071573,EXP071573,,Policy exception approved,414.9,,,,New hotel chosen,Rate change,Updated Economy Flight,105.5,Cost optimization,,,3,V14
71576,TR071576,EXP071576,,Policy exception approved,436.7,,,,New hotel chosen,Rate change,,,,,,4,V1
71579,TR071579,EXP071579,,Policy exception approved,425.19,,,,,,,,,Mechanical issue,,2,V1
71585,TR071585,EXP071585,Out of policy,Partial reimbursement,579.53,Personal emergency,,,,,Updated Business Class Flight,-55.65,Cost optimization,Mechanical issue,,3,V11
71590,TR071590,EXP071590,,Standard travel reimbursement,473.31,,,,,,,,,,,0,V1
71593,TR071593,EXP071593,,Partial reimbursement,338.48,,,,,,,,,,,4,V1
71596,TR071596,EXP071596,,Partial reimbursement,459.51,,,,,,,,,,,1,V1
71599,TR071599,EXP071599,,Standard travel reimbursement,395.77,,,,,,,,,,,3,V1
71603,TR071603,EXP071603,,Policy exception approved,445.65,,,,,,,,,,,0,V25
71605,TR071605,EXP071605,,Partial reimbursement,445.31,,,,,,,,,Mechanical issue,,1,V1
71607,TR071607,EXP071607,,Standard travel reimbursement,378.88,,,,,,,,,,,4,V1
71608,TR071608,EXP071608,Late submission,Partial reimbursement,550.48,,,,,,,,,,,2,V20
71611,TR071611,EXP071611,,Partial reimbursement,280.78,,,,,,,,,,,0,V1
71633,TR071633,EXP071633,,Standard travel reimbursement,329.26,,,,,,,,,,,4,V1
71634,TR071634,EXP071634,Missing receipt,Policy exception approved,334.01,,,,,,,,,,,1,V1
71656,TR071656,EXP071656,,Standard travel reimbursement,481.06,,,,,,,,,,,1,V1
71657,TR071657,EXP071657,,Partial reimbursement,461.62,,,,,,,,,,,3,V1
71660,TR071660,,,,,,,,,,,,,,2.0,2,V18
71661,TR071661,EXP071661,,Partial reimbursement,344.92,,,,,,,,,,,2,V1
71669,TR071669,EXP071669,,Partial reimbursement,437.61,,,,,,Updated Economy Flight,-76.32,Safety concern,,,2,V13
71676,TR071676,EXP071676,,Partial reimbursement,376.44,,,,,,,,,,,0,V1
71683,TR071683,EXP071683,,Partial reimbursement,219.84,,,,,,,,,,,4,V1
71688,TR071688,EXP071688,Personal expense,Standard travel reimbursement,406.56,,,,,,,,,,,1,V14
71690,TR071690,EXP071690,,Policy exception approved,317.19,,,,,,,,,,,3,V1
71691,TR071691,EXP071691,,Partial reimbursement,479.08,,,,,,,,,,,2,V1
71697,TR071697,EXP071697,,Standard travel reimbursement,316.47,,Rebooked flight,Schedule conflict,,,,,,,,0,V23
71703,TR071703,EXP071703,,Policy exception approved,491.67,,,,,,,,,Weather delay,,4,V1
71705,TR071705,EXP071705,,Partial reimbursement,373.89,,,,,,,,,,3.0,4,V19
71706,TR071706,EXP071706,,Partial reimbursement,313.74,,Rebooked rental,Schedule conflict,Alternative hotel selected,Rate change,,,,,,4,V7
71708,TR071708,EXP071708,,Partial reimbursement,415.2,,,,New hotel chosen,Rate change,,,,,,4,V26
71719,TR071719,EXP071719,Out of policy,Standard travel reimbursement,575.46,,,,,,Updated Economy Flight,-112.86,Time constraints,,,4,V1
71729,TR071729,EXP071729,,Partial reimbursement,535.95,,,,,,,,,,,4,V1
71734,TR071734,EXP071734,,Standard travel reimbursement,535.14,,,,,,,,,,,1,V16
71735,TR071735,EXP071735,,Partial reimbursement,180.27,,,,,,,,,,,0,V14
71736,TR071736,EXP071736,,Partial reimbursement,382.22,,,,,,,,,,,0,V1
71740,TR071740,EXP071740,,Policy exception approved,439.05,,,,,,,,,,,1,V1
71741,TR071741,EXP071741,,Partial reimbursement,141.32,,,,,,,,,,,4,V21
71743,TR071743,EXP071743,,Standard travel reimbursement,150.88,,,,New hotel chosen,Hotel overbooked,,,,,,3,V20
71744,TR071744,EXP071744,,Standard travel reimbursement,548.68,,,,New hotel chosen,Location preference,,,,,,1,V21
71747,TR071747,EXP071747,,Standard travel reimbursement,142.01,,,,,,,,,,,3,V1
71752,TR071752,EXP071752,,Policy exception approved,314.67,,,,,,,,,,,1,V1
71756,TR071756,EXP071756,,Standard travel reimbursement,458.65,,,,,,,,,,,4,V22
71759,TR071759,EXP071759,,Standard travel reimbursement,506.07,,,,,,,,,,,0,V25
71771,TR071771,EXP071771,,Policy exception approved,422.63,,Rebooked flight,Cheaper fare,,,,,,,,2,V23
71772,TR071772,EXP071772,,Standard travel reimbursement,248.91,Personal emergency,,,,,,,,,,2,V8
71776,TR071776,EXP071776,Late submission,Policy exception approved,196.69,,,,,,,,,,,0,V1
71782,TR071782,EXP071782,,Standard travel reimbursement,453.3,,,,,,,,,,,4,V1
71786,TR071786,EXP071786,,Standard travel reimbursement,490.51,,,,New hotel chosen,Rate change,,,,,,3,V1
71787,TR071787,EXP071787,,Standard travel reimbursement,335.55,,,,,,,,,Weather delay,,4,V1
71788,TR071788,EXP071788,Personal expense,Standard travel reimbursement,581.68,,,,,,,,,,,4,V1
71791,TR071791,EXP071791,,Policy exception approved,411.35,,,,,,,,,,,1,V1
71796,TR071796,EXP071796,,Policy exception approved,157.31,,,,,,,,,,,3,V1
71798,TR071798,EXP071798,Personal expense,,546.32,,,,,,,,,,2.0,1,V18
71800,TR071800,EXP071800,,Partial reimbursement,453.26,,,,,,,,,,,1,V6
71805,TR071805,EXP071805,Personal expense,Standard travel reimbursement,161.74,,,,,,,,,,,1,V1
71807,TR071807,EXP071807,,Policy exception approved,194.93,,,,New hotel chosen,Quality issue,Updated Economy Flight,-82.23,Client preference,,,1,V1
71816,TR071816,EXP071816,,Standard travel reimbursement,415.94,,,,,,,,,,,1,V1
71822,TR071822,EXP071822,,Partial reimbursement,211.02,,,,,,,,,,,2,V1
71831,TR071831,EXP071831,,Standard travel reimbursement,281.18,,,,,,,,,,,1,V1
71834,TR071834,EXP071834,,Standard travel reimbursement,480.51,,,,,,,,,,2.0,2,V17
71835,TR071835,EXP071835,,Standard travel reimbursement,454.52,Weather disruption,,,,,,,,Security screening,,1,V12
71840,TR071840,EXP071840,,Partial reimbursement,360.76,,,,,,,,,,2.0,3,V19
71846,TR071846,EXP071846,,Partial reimbursement,294.35,,Rebooked flight,Cheaper fare,Alternative hotel selected,Location preference,,,,,,3,V24
71849,TR071849,EXP071849,,Partial reimbursement,233.43,Vehicle issue,,,,,,,,,,2,V8
71858,TR071858,EXP071858,Out of policy,Standard travel reimbursement,158.65,,Rebooked flight,Schedule conflict,,,Updated Business Class Flight,246.16,Client preference,,,3,V27
71870,TR071870,EXP071870,,Partial reimbursement,134.59,,Rebooked flight,Better schedule,Alternative hotel selected,Location preference,,,,Airport congestion,,0,V7
71875,TR071875,EXP071875,,Standard travel reimbursement,412.47,,Rebooked flight,Cheaper fare,,,,,,,,3,V23
71877,TR071877,EXP071877,,Standard travel reimbursement,384.86,,,,,,,,,,,2,V6
71883,TR071883,EXP071883,,Policy exception approved,456.9,,,,,,,,,,,1,V1
71886,TR071886,EXP071886,,Standard travel reimbursement,329.32,,Rebooked flight,Schedule conflict,,,Updated First Class Flight,169.58,Time constraints,,,2,V15
71888,TR071888,EXP071888,,Partial reimbursement,401.64,,Rebooked rental,Route change,Alternative hotel selected,Quality issue,Updated Volkswagen Golf diesel,219.12,Safety concern,,,4,V7
71889,TR071889,EXP071889,,Partial reimbursement,369.98,,,,New hotel chosen,Quality issue,,,,,,2,V1
71902,TR071902,EXP071902,,Standard travel reimbursement,417.8,,,,,,Updated BMW 3 plugin hybrid,-139.24,Cost optimization,,,1,V1
71908,TR071908,EXP071908,,Standard travel reimbursement,361.53,Operational issue,,,,,,,,,,3,V1
71918,TR071918,EXP071918,,Policy exception approved,381.94,,,,,,,,,,,4,V21
71930,TR071930,EXP071930,,Policy exception approved,342.13,,,,New hotel chosen,Quality issue,,,,,,0,V1
71931,TR071931,EXP071931,,Policy exception approved,513.49,,,,,,,,,,,2,V16
71948,TR071948,EXP071948,,Partial reimbursement,155.43,,Rebooked train,Better schedule,,,Updated Train,108.66,Cost optimization,,,4,V15
71950,TR071950,EXP071950,,Policy exception approved,174.21,,,,,,,,,,,3,V26
71957,TR071957,EXP071957,,Standard travel reimbursement,181.14,,,,,,,,,,,1,V14
71958,TR071958,EXP071958,Incomplete documentation,Policy exception approved,545.56,,,,,,,,,,,4,V34
71962,TR071962,EXP071962,,Partial reimbursement,317.78,,,,,,,,,,,4,V1
71965,TR071965,EXP071965,,Policy exception approved,255.84,,,,,,,,,,,4,V33
71967,TR071967,EXP071967,Missing receipt,Partial reimbursement,333.27,,,,New hotel chosen,Rate change,,,,Mechanical issue,,0,V1
71971,TR071971,EXP071971,Out of policy,Partial reimbursement,392.49,,,,,,,,,,,4,V14
71975,TR071975,EXP071975,,Standard travel reimbursement,503.6,Operational issue,Rebooked flight,Better schedule,,,,,,,,3,V22
71977,TR071977,EXP071977,,Standard travel reimbursement,402.19,,,,,,,,,,,1,V1
71987,TR071987,EXP071987,,Policy exception approved,496.8,,,,,,,,,,,0,V14
71988,TR071988,EXP071988,,Partial reimbursement,192.68,,,,,,Updated Business Class Flight,-61.16,Safety concern,,,2,V1
71989,TR071989,EXP071989,Personal expense,Policy exception approved,479.23,,,,,,Updated Economy Flight,30.27,Cost optimization,Mechanical issue,,3,V1
71990,TR071990,EXP071990,,Partial reimbursement,510.33,,,,,,,,,,,1,V1
71992,TR071992,EXP071992,,Policy exception approved,155.47,,,,,,,,,,3.0,3,V19
71996,TR071996,EXP071996,,Standard travel reimbursement,407.26,,,,,,,,,,,3,V1
72001,TR072001,EXP072001,,Standard travel reimbursement,313.81,,,,,,,,,,,1,V1
72008,TR072008,EXP072008,,Policy exception approved,228.91,,,,,,,,,,4.0,2,V18
72009,TR072009,EXP072009,,Partial reimbursement,371.48,,,,,,,,,,,4,V22
72011,TR072011,EXP072011,,Policy exception approved,239.37,,,,,,,,,,4.0,4,V18
72032,TR072032,EXP072032,Missing receipt,Standard travel reimbursement,518.36,Rental availability change,,,,,,,,,,0,V12
72034,TR072034,EXP072034,,Standard travel reimbursement,448.43,,,,,,,,,,,0,V1
72047,TR072047,EXP072047,,Standard travel reimbursement,328.81,,,,,,Updated Economy Flight,-39.45,Time constraints,,,0,V1
72054,TR072054,EXP072054,,Partial reimbursement,528.49,,Rebooked rental,Better schedule,,,Updated Volkswagen Golf petrol,151.82,Time constraints,,,3,V15
72060,TR072060,EXP072060,,Standard travel reimbursement,186.67,,,,,,,,,,4.0,3,V17
72061,TR072061,EXP072061,,Partial reimbursement,418.95,Personal emergency,,,,,,,,,,0,V8
72066,TR072066,EXP072066,,Partial reimbursement,153.26,,,,,,,,,,,4,V22
72067,TR072067,EXP072067,,Policy exception approved,325.28,,,,,,,,,,,4,V1
72071,TR072071,EXP072071,,Partial reimbursement,496.14,,,,,,,,,,,4,V1
72079,TR072079,EXP072079,,Policy exception approved,463.41,,,,,,,,,,,1,V1
72080,TR072080,EXP072080,,Partial reimbursement,478.83,,,,,,,,,,,3,V1
72082,TR072082,EXP072082,,Standard travel reimbursement,417.68,,Rebooked flight,Route change,,,,,,,,4,V4
72095,TR072095,EXP072095,,Partial reimbursement,418.14,,,,,,,,,,,0,V1
72098,TR072098,EXP072098,,Policy exception approved,505.82,,,,,,,,,,,1,V1
72106,TR072106,EXP072106,,Standard travel reimbursement,210.57,,Rebooked flight,Better schedule,,,,,,,,4,V23
72107,TR072107,EXP072107,,Standard travel reimbursement,381.19,,,,,,,,,,,0,V1
72114,TR072114,EXP072114,,Partial reimbursement,436.53,Personal emergency,,,,,,,,,,1,V1
72115,TR072115,EXP072115,,Policy exception approved,292.93,,,,,,,,,,,3,V1
72122,TR072122,EXP072122,,Policy exception approved,428.1,,,,,,Updated Business Class Flight,-12.0,Cost optimization,,,3,V1
72123,TR072123,EXP072123,Late submission,Partial reimbursement,150.57,,,,,,,,,,,2,V13
72128,TR072128,EXP072128,,Policy exception approved,449.57,,,,,,,,,,,0,V1
72132,TR072132,EXP072132,,Partial reimbursement,218.28,,Rebooked flight,Cheaper fare,,,Updated Business Class Flight,144.48,Safety concern,,,3,V15
72135,TR072135,EXP072135,Missing receipt,Partial reimbursement,432.82,,,,New hotel chosen,Rate change,,,,,,1,V1
72136,TR072136,EXP072136,Missing receipt,,151.99,,,,,,,,,Weather delay,3.0,4,V18
72137,TR072137,EXP072137,Personal expense,Partial reimbursement,490.46,,Rebooked flight,Better schedule,,,Updated Economy Flight,256.97,Safety concern,,,4,V15
72138,TR072138,EXP072138,,Standard travel reimbursement,362.82,,Rebooked rental,Schedule conflict,,,,,,,,4,V23
72151,TR072151,EXP072151,,Policy exception approved,239.07,,,,,,Updated BMW 3 plugin hybrid,66.82,Cost optimization,Weather delay,,0,V11
72152,TR072152,EXP072152,,Partial reimbursement,445.71,,Rebooked train,Cheaper fare,,,,,,,,0,V23
72161,TR072161,EXP072161,,Policy exception approved,280.87,,,,,,Updated Business Class Flight,88.2,Safety concern,,,2,V20
72167,TR072167,EXP072167,,Partial reimbursement,154.29,,,,,,,,,,,2,V20
72170,TR072170,EXP072170,,Partial reimbursement,240.69,,,,,,,,,,,3,V1
72172,TR072172,EXP072172,,Standard travel reimbursement,279.61,,,,,,,,,,,1,V1
72173,TR072173,EXP072173,,Partial reimbursement,296.93,,Rebooked rental,Cheaper fare,,,,,,,,2,V9
72174,TR072174,EXP072174,,Standard travel reimbursement,145.79,,,,,,,,,,,4,V1
72175,TR072175,EXP072175,Late submission,Policy exception approved,518.71,,,,New hotel chosen,Location preference,,,,,,0,V1
72180,TR072180,EXP072180,,Standard travel reimbursement,502.39,,,,,,,,,,,2,V1
72184,TR072184,EXP072184,,Partial reimbursement,126.85,,,,,,,,,,,1,V25
72185,TR072185,EXP072185,,Standard travel reimbursement,458.13,,,,New hotel chosen,Location preference,,,,,,1,V20
72192,TR072192,EXP072192,,Standard travel reimbursement,405.88,,,,,,,,,,,0,V13
72197,TR072197,EXP072197,,Policy exception approved,474.29,,,,,,,,,Weather delay,,3,V21
72202,TR072202,EXP072202,,Policy exception approved,446.43,,,,,,,,,,,4,V1
72205,TR072205,EXP072205,,Partial reimbursement,149.21,,,,,,,,,,,0,V1
72214,TR072214,EXP072214,,Partial reimbursement,450.7,,,,,,,,,,,1,V1
72215,TR072215,EXP072215,,Policy exception approved,233.96,,,,New hotel chosen,Rate change,,,,,,0,V1
72223,TR072223,EXP072223,,Standard travel reimbursement,395.98,,,,,,,,,,,1,V1
72226,TR072226,EXP072226,,Standard travel reimbursement,382.42,,,,,,,,,Mechanical issue,,4,V20
72229,TR072229,EXP072229,,Partial reimbursement,212.18,,,,,,,,,,,0,V1
72231,TR072231,EXP072231,,Policy exception approved,137.69,,,,,,Updated Economy Flight,314.57,Time constraints,,,2,V1
72237,TR072237,EXP072237,,Policy exception approved,228.16,,Rebooked train,Cheaper fare,,,,,,Weather delay,,2,V29
72238,TR072238,EXP072238,,Partial reimbursement,201.99,,,,,,,,,,,1,V1
72239,TR072239,EXP072239,,Policy exception approved,401.83,,,,,,,,,,,4,V1
72241,TR072241,EXP072241,,Policy exception approved,345.12,,,,,,,,,,,4,V1
72242,TR072242,EXP072242,,Policy exception approved,529.47,,,,,,,,,Airport congestion,,0,V1
72255,TR072255,EXP072255,,Standard travel reimbursement,175.69,,Rebooked flight,Cheaper fare,Alternative hotel selected,Availability,,,,,,0,V24
72261,TR072261,EXP072261,,Partial reimbursement,241.66,,,,,,,,,,,2,V1
72262,TR072262,EXP072262,,Standard travel reimbursement,279.85,Operational issue,Rebooked flight,Route change,,,,,,,,1,V21
72264,TR072264,EXP072264,,Partial reimbursement,376.42,,,,,,,,,,,0,V1
72286,TR072286,EXP072286,Missing receipt,,310.92,,,,New hotel chosen,Location preference,,,,,3.0,4,V18
72292,TR072292,EXP072292,,Partial reimbursement,287.43,,,,,,,,,,,4,V1
72294,TR072294,EXP072294,,Policy exception approved,347.2,,,,New hotel chosen,Hotel overbooked,,,,,4.0,1,V17
72295,TR072295,EXP072295,,Policy exception approved,181.24,,,,,,,,,,,0,V25
72300,TR072300,EXP072300,,Partial reimbursement,382.2,,,,,,,,,Weather delay,,4,V1
72308,TR072308,EXP072308,,Partial reimbursement,544.98,,Rebooked flight,Cheaper fare,,,,,,,,4,V23
72311,TR072311,EXP072311,,Policy exception approved,133.33,,,,,,,,,,,1,V1
72314,TR072314,EXP072314,,Partial reimbursement,375.8,,,,,,Updated Economy Flight,-240.98,Safety concern,,,3,V1
72315,TR072315,EXP072315,Late submission,Standard travel reimbursement,494.07,,,,New hotel chosen,Hotel overbooked,,,,,,1,V25
72316,TR072316,EXP072316,,Policy exception approved,548.34,,,,,,,,,System downtime,4.0,3,V18
72322,TR072322,EXP072322,,Standard travel reimbursement,227.33,,,,,,,,,,,2,V1
